id,comments,created_at,description,descriptors,is_deprecated,label,name,properties,provider,type,updated_at,url,version,user_id,release_date
model_e0a61cb5-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-saba-2502 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",0,Mistral Saba Latest,mistral-saba-latest,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0a7c7e5-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mixtral-8x7b Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",1,Mistral Small 2312,mistral-small-2312,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0a979e4-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-small-2402 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",0,Mistral Small 2402,mistral-small-2402,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0ab3d55-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-small-2409 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",0,Mistral Small 2409,mistral-small-2409,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0acf4f1-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-small-2501 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",0,Mistral Small 3,mistral-small-2501,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2025-01-30 00:00:00
model_e0af604b-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-small-2503 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Small 3.1,mistral-small-2503,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2025-03-17 00:00:00
model_e0b106ce-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-small-2503 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Small Latest,mistral-small-latest,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0b2e0df-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mixtral-8x7b Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",0,Mistral Small,mistral-small,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0b4807c-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mistral-7b Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",1,Mistral Tiny 2312,mistral-tiny-2312,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0b627cd-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mistral-nemo Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Tiny 2407,mistral-tiny-2407,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0b7dcd4-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mistral-nemo Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Tiny Latest,mistral-tiny-latest,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0b999b8-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mistral-7b Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",1,Mistral Tiny,mistral-tiny,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0bb750e-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,First mamba 2 open source model (API v July 2024).,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 256000, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 256000}}",0,Open Codestral Mamba,open-codestral-mamba,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 256000}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0bd207d-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mistral-7b Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",0,Open Mistral 7b,open-mistral-7b,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0bef8c4-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mistral-nemo Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Open Mistral Nemo 2407,open-mistral-nemo-2407,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0c11395-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mistral-nemo Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Open Mistral Nemo,open-mistral-nemo,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0c49cd0-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official open-mixtral-8x22b Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 65536, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 65536}}",0,Open Mixtral 8x22b 2404,open-mixtral-8x22b-2404,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 65536}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
